variable,,dummyVariable,,,typeEnd,databaseStart,,,,,variableStart,,,,,,,,typeStart,recEnd,,,,numValidCat,,catLabel,,catLabelLong,,units,,recStart,,catStartLabel,,,,,variableStartShortLabel,,,,,variableStartLabel,,,,,,,notes
SMK_11,,SMK_11_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_11],,,,,,,,cat,NA::b,,,,2,,missing,,missing,,N/A,,else,,else,,,,,Smoked 100 cigarettes in lifetime,,,,,Smoked 100 or more cigarettes - lifetime,,,,,,,
SMK_21,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_21],,,,,,,,cont,copy,,,,N/A,,Age,,Age,,years,,"[5, 50]",,Age in years,,,,,Age smoked first cigarette,,,,,Age - smoked first whole cigarette,,,,,,,
SMK_21,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_21],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,years,,96,,Valid skip,,,,,Age smoked first cigarette,,,,,Age - smoked first whole cigarette,,,,,,,
SMK_21,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_21],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,years,,"[97, 99]",,Don't know (97); Refusal (98); Not stated (99),,,,,Age smoked first cigarette,,,,,Age - smoked first whole cigarette,,,,,,,
SMK_21,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_21],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,years,,else,,else,,,,,Age smoked first cigarette,,,,,Age - smoked first whole cigarette,,,,,,,
SMK_23,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_23],,,,,,,,cont,copy,,,,N/A,,Days,,Days,,days/month,,"[1, 31]",,Days,,,,,Number days/month smoked at least 1 cigarette,,,,,Number days/typical month smoked at least 1 cigarette,,,,,,,
SMK_23,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_23],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,days/month,,96,,Valid skip,,,,,Number days/month smoked at least 1 cigarette,,,,,Number days/typical month smoked at least 1 cigarette,,,,,,,
SMK_23,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_23],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,days/month,,"[97, 99]",,Don't know (97); Refusal (98); Not stated (99),,,,,Number days/month smoked at least 1 cigarette,,,,,Number days/typical month smoked at least 1 cigarette,,,,,,,
SMK_23,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_23],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,days/month,,else,,else,,,,,Number days/month smoked at least 1 cigarette,,,,,Number days/typical month smoked at least 1 cigarette,,,,,,,
SMK_31,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_31],,,,,,,,cont,copy,,,,N/A,,Cigarettes,,Cigarettes,,cigarettes/day,,"[1, 40]",,Cigarettes,,,,,Number of cigarettes per day (daily smoker),,,,,Number of cigarettes smoked per day (daily smoker),,,,,,,
SMK_31,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_31],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,cigarettes/day,,96,,Valid skip,,,,,Number of cigarettes per day (daily smoker),,,,,Number of cigarettes smoked per day (daily smoker),,,,,,,
SMK_31,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_31],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,cigarettes/day,,"[97, 99]",,Don't know (97); Refusal (98); Not stated (99),,,,,Number of cigarettes per day (daily smoker),,,,,Number of cigarettes smoked per day (daily smoker),,,,,,,
SMK_31,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_31],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,cigarettes/day,,else,,else,,,,,Number of cigarettes per day (daily smoker),,,,,Number of cigarettes smoked per day (daily smoker),,,,,,,
SMK_41,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_41],,,,,,,,cont,copy,,,,N/A,,Cigarettes,,Cigarettes,,cigarettes/day,,"[1, 25]",,Cigarettes,,,,,Number of cigarettes per day (occassional smoker),,,,,Number of cigarettes smoked per day (occassional smoker),,,,,,,
SMK_41,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_41],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,cigarettes/day,,96,,Valid skip,,,,,Number of cigarettes per day (occassional smoker),,,,,Number of cigarettes smoked per day (occassional smoker),,,,,,,
SMK_41,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_41],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,cigarettes/day,,"[97, 99]",,Don't know (97); Refusal (98); Not stated (99),,,,,Number of cigarettes per day (occassional smoker),,,,,Number of cigarettes smoked per day (occassional smoker),,,,,,,
SMK_41,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_41],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,cigarettes/day,,else,,else,,,,,Number of cigarettes per day (occassional smoker),,,,,Number of cigarettes smoked per day (occassional smoker),,,,,,,
SMK_52,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_52],,,,,,,,cont,copy,,,,N/A,,Age,,Age,,years,,"[10, 61]",,Age in years,,,,,Age started smoking daily,,,,,Age started smoking daily,,,,,,,
SMK_52,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_52],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,years,,96,,Valid skip,,,,,Age started smoking daily,,,,,Age started smoking daily,,,,,,,
SMK_52,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_52],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,years,,"[97, 99]",,Don't know (97); Refusal (98); Not stated (99),,,,,Age started smoking daily,,,,,Age started smoking daily,,,,,,,
SMK_52,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_52],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,years,,else,,else,,,,,Age started smoking daily,,,,,Age started smoking daily,,,,,,,
SMK_53,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_53],,,,,,,,cont,copy,,,,N/A,,Cigarettes,,Cigarettes,,cigarettes/day,,"[1, 75]",,Cigarettes,,,,,Number of cigarettes per day (former daily smoker),,,,,Number of cigarettes smoked per day (former daily smoker),,,,,,,
SMK_53,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_53],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,cigarettes/day,,96,,Valid skip,,,,,Number of cigarettes per day (former daily smoker),,,,,Number of cigarettes smoked per day (former daily smoker),,,,,,,
SMK_53,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_53],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,cigarettes/day,,"[97, 99]",,Don't know (97); Refusal (98); Not stated (99),,,,,Number of cigarettes per day (former daily smoker),,,,,Number of cigarettes smoked per day (former daily smoker),,,,,,,
SMK_53,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_53],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,cigarettes/day,,else,,else,,,,,Number of cigarettes per day (former daily smoker),,,,,Number of cigarettes smoked per day (former daily smoker),,,,,,,
SMKDSTP,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMKDSTP],,,,,,,,cont,copy,,,,N/A,,Age,,Age,,years,,[13. 74],,Age in years,,,,,Years stopped smoking,,,,,Number of years since stopping smoking completely - (D),,,,,,,
SMKDSTP,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMKDSTP],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,years,,96,,Valid skip,,,,,Years stopped smoking,,,,,Number of years since stopping smoking completely - (D),,,,,,,
SMKDSTP,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMKDSTP],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,years,,"[97, 99]",,Don't know (97); Refusal (98); Not stated (99),,,,,Years stopped smoking,,,,,Number of years since stopping smoking completely - (D),,,,,,,
SMKDSTP,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMKDSTP],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,years,,else,,else,,,,,Years stopped smoking,,,,,Number of years since stopping smoking completely - (D),,,,,,,
SMKDSTY,,SMKDSTY_cat6_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMKDSTY],,,,,,,,cat,1,,,,6,,Daily,,Daily,,N/A,,1,,Daily smoker,,,,,Smoking frequency,,,,,Type of smoker - (D),,,,,,,
SMKDSTY,,SMKDSTY_cat6_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMKDSTY],,,,,,,,cat,2,,,,6,,"Occassional, former daily",,"Occassional, former daily",,N/A,,2,,"Occasional smoker, former daily smoker",,,,,Smoking frequency,,,,,Type of smoker - (D),,,,,,,
SMKDSTY,,SMKDSTY_cat6_3,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMKDSTY],,,,,,,,cat,3,,,,6,,Always occasional,,Always occasional,,N/A,,3,,Always an occasional smoker,,,,,Smoking frequency,,,,,Type of smoker - (D),,,,,,,
SMKDSTY,,SMKDSTY_cat6_4,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMKDSTY],,,,,,,,cat,4,,,,6,,"Non-smoker, former daily",,"Non-smoker, former daily",,N/A,,4,,"Non-smoker, former daily smoker",,,,,Smoking frequency,,,,,Type of smoker - (D),,,,,,,
SMKDSTY,,SMKDSTY_cat6_5,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMKDSTY],,,,,,,,cat,5,,,,6,,"Non-smoker, former occasional",,"Non-smoker, former occasional",,N/A,,5,,"Non-smoker, former occasional smoker",,,,,Smoking frequency,,,,,Type of smoker - (D),,,,,,,
SMKDSTY,,SMKDSTY_cat6_6,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMKDSTY],,,,,,,,cat,6,,,,6,,Never smoked more than 100 cigarettes,,Never smoked more than 100 cigarettes,,N/A,,6,,Never smoked more than 100 cigarettes,,,,,Smoking frequency,,,,,Type of smoker - (D),,,,,,,
SMKDSTY,,SMKDSTY_cat6_NA::a,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMKDSTY],,,,,,,,cat,NA::a,,,,6,,not applicable,,not applicable,,N/A,,96,,Valid skip,,,,,Smoking frequency,,,,,Type of smoker - (D),,,,,,,
SMKDSTY,,SMKDSTY_cat6_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMKDSTY],,,,,,,,cat,NA::b,,,,6,,missing,,missing,,N/A,,"[97, 99]",,Don't know (97); Refusal (98); Not stated (99),,,,,Smoking frequency,,,,,Type of smoker - (D),,,,,,,
SMKDSTY,,SMKDSTY_cat6_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMKDSTY],,,,,,,,cat,NA::b,,,,6,,missing,,missing,,N/A,,else,,else,,,,,Smoking frequency,,,,,Type of smoker - (D),,,,,,,
THI_01,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::INC_21, cycle2::INC_21, [THI_01]",,,,,,,,cont,copy,,,,N/A,,Income,,Income,,$,,"[0, 4000000]",,Total household income,,,,,Household income,,,,,Household income - amount,,,,,,,
THI_01,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::INC_21, cycle2::INC_21, [THI_01]",,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,$,,99999996,,Valid skip,,,,,Household income,,,,,Household income - amount,,,,,,,
THI_01,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::INC_21, cycle2::INC_21, [THI_01]",,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,$,,"[99999997, 99999999]",,Don't know (99999997); Refusal (99999998); Not stated (99999999),,,,,Household income,,,,,Household income - amount,,,,,,,
THI_01,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::INC_21, cycle2::INC_21, [THI_01]",,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,$,,else,,else,,,,,Household income,,,,,Household income - amount,,,,,,,
THIFIMP4,,THIFIMP4_cat4_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::INCFIMP4, cycle2::INCFIMP4, cycle5::INCFHHLD, [THIFIMP4]",,,,,,,,cat,1,,,,4,,No imputation,,No imputation,,N/A,,1,,No imputation,,,,,Household income imputation flag,,,,,Total household income imputation flag - (F),,,,,,,
THIFIMP4,,THIFIMP4_cat4_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::INCFIMP4, cycle2::INCFIMP4, cycle5::INCFHHLD, [THIFIMP4]",,,,,,,,cat,2,,,,4,,Complete range,,Complete range,,N/A,,2,,Imputed based on complete range,,,,,Household income imputation flag,,,,,Total household income imputation flag - (F),,,,,,,
THIFIMP4,,THIFIMP4_cat4_3,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::INCFIMP4, cycle2::INCFIMP4, cycle5::INCFHHLD, [THIFIMP4]",,,,,,,,cat,3,,,,4,,No range,,No range,,N/A,,3,,Imputed without range,,,,,Household income imputation flag,,,,,Total household income imputation flag - (F),,,,,,,
THIFIMP4,,THIFIMP4_cat4_4,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::INCFIMP4, cycle2::INCFIMP4, cycle5::INCFHHLD, [THIFIMP4]",,,,,,,,cat,4,,,,4,,Partial range,,Partial range,,N/A,,4,,Imputed based on partial range,,,,,Household income imputation flag,,,,,Total household income imputation flag - (F),,,,,,,
THIFIMP4,,THIFIMP4_cat4_NA::a,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::INCFIMP4, cycle2::INCFIMP4, cycle5::INCFHHLD, [THIFIMP4]",,,,,,,,cat,NA::a,,,,4,,not applicable,,not applicable,,N/A,,96,,Valid skip,,,,,Household income imputation flag,,,,,Total household income imputation flag - (F),,,,,,,
THIFIMP4,,THIFIMP4_cat4_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::INCFIMP4, cycle2::INCFIMP4, cycle5::INCFHHLD, [THIFIMP4]",,,,,,,,cat,NA::b,,,,4,,missing,,missing,,N/A,,"[97, 99]",,Don't know (97); Refusal (98); Not stated (99),,,,,Household income imputation flag,,,,,Total household income imputation flag - (F),,,,,,,
THIFIMP4,,THIFIMP4_cat4_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::INCFIMP4, cycle2::INCFIMP4, cycle5::INCFHHLD, [THIFIMP4]",,,,,,,,cat,NA::b,,,,4,,missing,,missing,,N/A,,else,,else,,,,,Household income imputation flag,,,,,Total household income imputation flag - (F),,,,,,,
TotalFV,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[WSDD14Y, GFVD17Y, GFVD18Y, GFVD19Y, GFVD20Y, GFVD22Y, GFVD23Y]",,,,,,,,N/A,Func::find_totalFV_cycles1and2,,,,N/A,,N/A,,N/A,,times/day,,N/A,,N/A,,,,,Daily fruit and vegetable consumption,,,,,Daily fruit and vegetable consumption,,,,,,,"Derived from WSDD14Y, GFVD17Y, GFVD18Y, GFVD19Y, GFVD20Y, GFVD22Y, and GFVD23Y 																	"
TotalFV,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[WSDD14Y, GFVD17Y, GFVD18Y, GFVD19Y, GFVD20Y, GFVD22Y, GFVD23Y]		",,,,,,,,N/A,NA::b,,,,N/A,,missing,,missing,,times/day,,N/A,,N/A,,,,,Daily fruit and vegetable consumption,,,,,Daily fruit and vegetable consumption,,,,,,,
TotalFV,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[WSSD34Y, WSSD35Y, GFVD17AY, GFVD17BY, GFVD17CY, GFVD17DY, GFVD18Y, GFVD19Y, GFVD20Y, GFVD22Y, GFVD23Y]		",,,,,,,,N/A,Func::find_totalFV_cycles3to6,,,,N/A,,N/A,,N/A,,times/day,,N/A,,N/A,,,,,Daily fruit and vegetable consumption,,,,,Daily fruit and vegetable consumption,,,,,,,"Derived from WSSD34Y, WSSD35Y, GFVD17AY, GFVD17BY, GFVD17CY, GFVD17DY, GFVD18Y, GFVD19Y, GFVD20Y, GFVD22Y, and GFVD23Y																	"
TotalFV,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[WSSD34Y, WSSD35Y, GFVD17AY, GFVD17BY, GFVD17CY, GFVD17DY, GFVD18Y, GFVD19Y, GFVD20Y, GFVD22Y, GFVD23Y]		",,,,,,,,N/A,NA::b,,,,N/A,,missing,,missing,,times/day,,N/A,,N/A,,,,,Daily fruit and vegetable consumption,,,,,Daily fruit and vegetable consumption,,,,,,,
WSDD14Y,,N/A,,,cont,"cycle1, cycle2",,,,,[WSDD14Y],,,,,,,,cont,copy,,,,N/A,,times/year,,times/year,,times/year,,"[0, 3650]",,Number of times,,,,,Fruit juice consumption in year,,,,,Drinks fruit juices - times/year per year - (D),,,,,,,
WSDD14Y,,N/A,,,cont,"cycle1, cycle2",,,,,[WSDD14Y],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,times/year,,9996,,Valid skip ,,,,,Fruit juice consumption in year,,,,,Drinks fruit juices - times/year per year - (D),,,,,,,
WSDD14Y,,N/A,,,cont,"cycle1, cycle2",,,,,[WSDD14Y],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,"[9997, 9999]",,Don't know (9997); Refusal (9998); Not stated (9999),,,,,Fruit juice consumption in year,,,,,Drinks fruit juices - times/year per year - (D),,,,,,,
WSDD14Y,,N/A,,,cont,"cycle1, cycle2",,,,,[WSDD14Y],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,else,,else,,,,,Fruit juice consumption in year,,,,,Drinks fruit juices - times/year per year - (D),,,,,,,
WSDD34Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[WSDD34Y],,,,,,,,cont,copy,,,,N/A,,times/year,,times/year,,times/year,,"[0, 2100]",,Number of times,,,,,Orange or grapefruit juice consumption in year,,,,,"	Drinks orange or grapefruit juice - times/year per year - (D)",,,,,,,
WSDD34Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[WSDD34Y],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,times/year,,9996,,Valid skip ,,,,,Orange or grapefruit juice consumption in year,,,,,"	Drinks orange or grapefruit juice - times/year per year - (D)",,,,,,,
WSDD34Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[WSDD34Y],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,"[9997, 9999]",,Don't know (9997); Refusal (9998); Not stated (9999),,,,,Orange or grapefruit juice consumption in year,,,,,"	Drinks orange or grapefruit juice - times/year per year - (D)",,,,,,,
WSDD34Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[WSDD34Y],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,else,,else,,,,,Orange or grapefruit juice consumption in year,,,,,"	Drinks orange or grapefruit juice - times/year per year - (D)",,,,,,,
WSDD35Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[WSDD35Y],,,,,,,,cont,copy,,,,N/A,,times/year,,times/year,,times/year,,"[0, 2555]",,Number of times,,,,,Other fruit juice consumption in year,,,,,Drinks other 100% fruit juices - times/year per year - (D),,,,,,,
WSDD35Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[WSDD35Y],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,times/year,,9996,,Valid skip ,,,,,Other fruit juice consumption in year,,,,,Drinks other 100% fruit juices - times/year per year - (D),,,,,,,
WSDD35Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[WSDD35Y],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,"[9997, 9999]",,Don't know (9997); Refusal (9998); Not stated (9999),,,,,Other fruit juice consumption in year,,,,,Drinks other 100% fruit juices - times/year per year - (D),,,,,,,
WSDD35Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[WSDD35Y],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,else,,else,,,,,Other fruit juice consumption in year,,,,,Drinks other 100% fruit juices - times/year per year - (D),,,,,,,
